customer_id,signup_date,last_login,annual_fee,subscription_type,payment_method,account_age,number_of_logins,total_spent,num_tickets_raised,avg_response_time,satisfaction_score,country,device,usage_hours_per_month,churn
c7PoYh,9/17/2023,12/10/2023,59.99,Gold,UPI,15,211,400.01,17,38.5,9,France,Tablet,136,false
XuJ36C,6/4/2024,3/26/2024,59.99,Gold,CreditCard,32,911,2912.0,19,15.1,7,USA,Mobile,115,false
n3ScSM,9/29/2023,2/10/2024,29.99,Basic,DebitCard,17,132,3752.27,5,35.2,7,Canada,Mobile,88,true
Q71szT,8/7/2023,6/26/2024,29.99,Basic,UPI,10,543,4325.68,2,43.1,7,Australia,Mobile,86,false
y6u7Yp,11/17/2023,3/7/2024,59.99,Gold,DebitCard,1,577,3802.2,15,45.3,4,Taiwan,Mobile,196,false
W0ct8j,4/23/2024,5/23/2024,29.99,Basic,DebitCard,28,186,1531.48,0,1.9,9,Brazil,Mobile,82,true
ke41I8,9/19/2023,11/30/2023,29.99,Basic,UPI,4,218,2454.82,17,21.9,6,Taiwan,Mobile,14,false
66Hj0W,11/13/2023,5/23/2024,59.99,Gold,CreditCard,14,818,1359.0,0,2.3,7,Australia,Desktop,129,true
77mvu0,8/22/2023,6/2/2024,79.99,Premium,CreditCard,16,400,456.38,8,29.0,3,Australia,Tablet,70,true
jILeU2,7/9/2023,6/29/2023,59.99,Gold,CreditCard,7,1,4138.6,13,27.6,8,France,Desktop,159,false
L9JJWj,8/11/2023,12/21/2023,59.99,Gold,DebitCard,12,3,2947.24,3,43.4,10,Brazil,Mobile,49,false
mSJhN3,6/7/2024,9/23/2023,29.99,Basic,DebitCard,24,489,957.57,13,3.6,10,UK,Mobile,134,false
7y1ZzM,1/28/2024,8/12/2023,59.99,Gold,DebitCard,17,91,2652.04,14,31.7,5,France,Tablet,90,true
bqF083,3/20/2024,6/30/2023,29.99,Basic,DebitCard,12,460,3538.51,7,21.0,1,France,Desktop,153,true
BtaC2z,9/6/2023,1/27/2024,59.99,Gold,DebitCard,27,152,2701.46,4,36.9,1,Australia,Desktop,90,true
Rd46rq,2/26/2024,1/9/2024,29.99,Basic,CreditCard,5,165,1937.09,0,6.8,7,Canada,Mobile,118,true
0OSH24,1/12/2024,5/18/2024,59.99,Gold,CreditCard,35,610,1139.6,12,30.9,6,USA,Desktop,165,false
vGxkCw,2/26/2024,11/3/2023,59.99,Gold,CreditCard,8,958,1971.71,5,11.0,6,France,Desktop,142,true
UnwV6o,10/19/2023,4/22/2024,29.99,Basic,UPI,22,148,1890.3,0,37.8,5,USA,Desktop,32,false
bl2F7J,2/6/2024,12/17/2023,59.99,Gold,DebitCard,8,870,2906.08,11,24.3,5,USA,Tablet,59,true
244dR8,8/25/2023,4/21/2024,29.99,Basic,DebitCard,36,546,4740.87,7,33.9,9,Japan,Mobile,72,true
joIFgQ,7/25/2023,7/29/2023,59.99,Gold,UPI,35,653,459.99,15,29.5,8,Japan,Tablet,78,true
ytksL1,2/12/2024,3/31/2024,59.99,Gold,UPI,20,640,1196.51,7,45.0,4,Australia,Mobile,130,false
alGp2A,8/26/2023,7/30/2023,59.99,Gold,CreditCard,29,926,3415.77,2,36.7,5,Japan,Mobile,149,false
4zM0Rh,6/13/2024,9/8/2023,79.99,Premium,UPI,12,900,2882.56,2,43.0,1,Japan,Mobile,61,true
RrcRQd,10/23/2023,7/2/2023,59.99,Gold,UPI,4,658,3744.41,18,25.3,6,Japan,Desktop,27,true
i6IeTy,10/2/2023,7/17/2023,59.99,Gold,DebitCard,21,625,4163.82,14,30.5,8,China,Tablet,172,false
UF568F,12/26/2023,9/10/2023,59.99,Gold,CreditCard,7,170,2913.17,5,27.2,6,Canada,Mobile,2,false
Rfcp62,8/25/2023,2/19/2024,59.99,Gold,UPI,36,521,1013.37,18,24.0,4,USA,Mobile,99,false
5eZ9HS,6/17/2024,8/31/2023,79.99,Premium,DebitCard,28,973,4451.11,20,45.0,4,USA,Mobile,154,false
ouMEXa,6/21/2024,12/29/2023,29.99,Basic,UPI,10,617,992.46,14,38.6,8,Germany,Mobile,127,false
91sY1Q,3/22/2024,12/18/2023,29.99,Basic,UPI,20,429,1442.02,10,1.3,8,UK,Desktop,74,false
78869O,8/3/2023,10/4/2023,79.99,Premium,CreditCard,20,55,3508.71,10,11.8,6,Japan,Mobile,198,false
EhGX18,6/18/2024,9/12/2023,29.99,Basic,UPI,3,806,3384.88,6,43.3,6,China,Tablet,19,true
hM016K,12/21/2023,4/4/2024,29.99,Basic,CreditCard,14,279,3963.5,5,20.3,1,UK,Mobile,71,true
KfY4rr,11/11/2023,3/11/2024,79.99,Premium,DebitCard,25,108,4398.75,18,10.1,9,Canada,Mobile,169,true
xxUQd8,6/1/2024,1/10/2024,29.99,Basic,CreditCard,18,79,671.84,9,3.7,9,Canada,Tablet,81,false
oSG481,12/2/2023,10/29/2023,79.99,Premium,DebitCard,27,685,1850.69,0,47.6,6,France,Tablet,58,true
u0492i,8/14/2023,8/23/2023,59.99,Gold,UPI,36,646,2994.65,7,34.5,3,China,Tablet,9,false
Qa05ds,11/5/2023,5/7/2024,59.99,Gold,UPI,19,990,1963.44,0,3.0,10,USA,Tablet,104,false
znw0M0,9/6/2023,2/26/2024,59.99,Gold,UPI,17,538,3095.65,13,41.0,1,USA,Desktop,96,true
H3s6yB,12/8/2023,4/11/2024,59.99,Gold,CreditCard,28,328,3721.36,7,3.3,1,Taiwan,Mobile,53,false
Mo2eLm,5/9/2024,9/13/2023,29.99,Basic,UPI,25,809,603.63,5,37.9,6,UK,Tablet,162,false
JSje4Q,1/29/2024,7/8/2023,29.99,Basic,DebitCard,25,765,3887.05,15,31.1,6,Canada,Mobile,116,false
3F2wAr,7/28/2023,11/14/2023,29.99,Basic,UPI,12,709,4873.09,15,15.8,3,Taiwan,Mobile,127,true
ET6129,8/16/2023,10/28/2023,59.99,Gold,DebitCard,23,933,3363.63,0,15.7,10,Australia,Desktop,22,true
3PuV5W,7/9/2023,12/30/2023,59.99,Gold,UPI,15,112,2420.52,16,9.3,10,France,Mobile,104,true
x2bcib,12/11/2023,9/6/2023,59.99,Gold,CreditCard,3,559,1842.38,13,12.9,3,Canada,Desktop,85,false
X8ez7G,1/2/2024,4/10/2024,29.99,Basic,UPI,17,566,4237.89,16,36.7,1,China,Desktop,136,false
A6bd2F,10/14/2023,12/27/2023,59.99,Gold,CreditCard,29,997,4709.23,6,28.2,3,Japan,Desktop,110,true
umaV6f,10/13/2023,12/3/2023,79.99,Premium,UPI,36,184,4252.05,7,16.7,8,Germany,Tablet,38,false
5R93Wy,6/11/2024,2/18/2024,59.99,Gold,DebitCard,28,192,857.32,4,12.3,4,Canada,Mobile,157,false
4VC9B9,2/29/2024,4/28/2024,29.99,Basic,DebitCard,17,136,1854.64,3,44.3,5,USA,Mobile,46,false
g0mmBJ,1/6/2024,8/4/2023,29.99,Basic,DebitCard,32,418,2368.76,8,30.8,8,France,Mobile,110,true
hBdPBJ,7/28/2023,11/30/2023,29.99,Basic,CreditCard,17,344,3675.34,18,15.0,8,Germany,Tablet,2,false
hNdy9F,10/11/2023,12/9/2023,79.99,Premium,DebitCard,16,594,2997.18,9,8.4,9,Canada,Tablet,196,false
w73g25,1/2/2024,12/30/2023,29.99,Basic,CreditCard,25,801,312.8,1,21.5,9,UK,Mobile,167,false
YY25rQ,4/6/2024,5/10/2024,59.99,Gold,UPI,3,140,2341.45,1,22.0,5,USA,Mobile,84,true
kjZi08,1/26/2024,10/30/2023,29.99,Basic,DebitCard,30,669,1346.38,1,7.5,1,Australia,Mobile,36,true
bO5c8P,3/7/2024,10/30/2023,29.99,Basic,UPI,36,553,2876.06,17,39.9,1,France,Mobile,153,false
1z665q,5/14/2024,4/11/2024,29.99,Basic,CreditCard,14,890,1058.59,19,46.7,9,Germany,Tablet,46,true
5PhMMH,6/14/2024,11/24/2023,59.99,Gold,UPI,28,521,4854.54,13,35.8,9,Australia,Desktop,115,false
C8rwDI,2/13/2024,2/3/2024,59.99,Gold,CreditCard,31,814,4452.18,6,16.7,9,Brazil,Mobile,101,true
wgq25l,1/31/2024,2/29/2024,59.99,Gold,CreditCard,27,292,3877.68,14,40.7,6,Canada,Desktop,192,false
40c2M0,8/26/2023,7/10/2023,59.99,Gold,CreditCard,17,450,346.96,11,36.0,4,USA,Desktop,10,true
1bnJ89,8/9/2023,3/13/2024,29.99,Basic,CreditCard,28,491,4191.05,3,34.5,8,UK,Mobile,8,false
IpBOtt,10/25/2023,11/8/2023,29.99,Basic,UPI,21,265,659.83,6,35.2,7,USA,Mobile,167,false
Inv9vM,4/5/2024,2/18/2024,59.99,Gold,CreditCard,13,790,4307.68,9,13.6,2,Canada,Tablet,84,true
90anR0,10/28/2023,7/4/2023,29.99,Basic,UPI,7,390,2278.4,18,18.4,4,Australia,Tablet,135,false
jj3HDU,4/10/2024,9/24/2023,59.99,Gold,DebitCard,2,874,1801.57,14,5.0,7,Canada,Desktop,56,true
0ksidK,2/17/2024,9/29/2023,29.99,Basic,DebitCard,28,207,4273.64,11,42.0,1,Germany,Mobile,68,true
eG09a7,2/11/2024,9/10/2023,59.99,Gold,DebitCard,18,210,1144.27,4,47.3,5,Canada,Desktop,163,true
2FOsF2,2/14/2024,11/17/2023,29.99,Basic,CreditCard,8,15,1990.78,20,45.8,5,Canada,Mobile,101,false
8kRFZc,4/10/2024,8/8/2023,29.99,Basic,DebitCard,23,800,1322.13,2,17.6,5,Taiwan,Mobile,143,true
pg9BTS,12/24/2023,11/16/2023,29.99,Basic,CreditCard,7,548,3930.27,3,1.5,5,France,Mobile,20,false
31Tz7C,4/28/2024,11/15/2023,29.99,Basic,UPI,31,42,3932.55,3,44.7,9,France,Mobile,131,true
myn085,1/19/2024,6/5/2024,29.99,Basic,UPI,14,884,1571.79,5,3.5,4,Brazil,Mobile,111,true
UvAzwo,10/24/2023,9/5/2023,59.99,Gold,UPI,7,72,4884.76,20,42.5,10,Canada,Tablet,157,false
xk54zi,2/8/2024,10/31/2023,59.99,Gold,DebitCard,25,945,1775.43,16,46.9,9,Australia,Desktop,65,false
bR8CQQ,2/22/2024,8/18/2023,29.99,Basic,DebitCard,1,37,2780.63,8,27.3,9,Australia,Tablet,112,true
Z2VBPY,5/2/2024,5/2/2024,29.99,Basic,DebitCard,29,515,4213.11,11,17.2,2,Germany,Desktop,109,false
Nf7qnM,8/19/2023,1/14/2024,29.99,Basic,UPI,32,405,4214.12,5,16.2,5,Australia,Mobile,81,true
mjG1c7,6/27/2024,10/1/2023,79.99,Premium,UPI,31,127,2580.43,0,14.8,2,Brazil,Tablet,78,false
0962F7,1/12/2024,5/19/2024,29.99,Basic,CreditCard,18,356,431.08,2,5.4,3,Brazil,Mobile,157,false
5vM1wd,6/17/2024,6/16/2024,79.99,Premium,DebitCard,18,54,3562.11,2,18.4,2,Germany,Tablet,3,true
7ICk6t,11/28/2023,2/16/2024,59.99,Gold,DebitCard,2,727,3606.7,2,18.9,5,UK,Tablet,14,false
7ba334,10/26/2023,2/20/2024,29.99,Basic,UPI,31,625,2078.14,13,27.3,5,France,Tablet,7,false
U43415,11/11/2023,9/27/2023,59.99,Gold,CreditCard,33,4,4496.62,0,20.0,7,USA,Mobile,116,true
c8EmX6,2/15/2024,7/10/2023,29.99,Basic,DebitCard,10,86,286.93,5,25.0,4,USA,Mobile,124,true
Eg9d45,6/28/2024,7/1/2023,59.99,Gold,UPI,9,226,2870.81,3,13.4,2,Canada,Desktop,49,false
C02Q20,8/25/2023,5/3/2024,29.99,Basic,DebitCard,2,826,573.5,1,2.1,7,Germany,Mobile,188,false
Sp61a5,6/17/2024,9/14/2023,29.99,Basic,UPI,4,402,4733.05,1,37.2,7,USA,Tablet,89,false
bnsoP8,8/8/2023,10/7/2023,29.99,Basic,CreditCard,16,959,1876.76,2,7.9,5,France,Mobile,109,true
dULg22,2/26/2024,2/24/2024,29.99,Basic,UPI,13,875,3543.39,16,47.9,9,USA,Tablet,176,true
R96mKK,2/24/2024,3/4/2024,59.99,Gold,CreditCard,34,695,4033.85,12,25.3,3,USA,Mobile,194,true
qp7C4E,7/16/2023,8/6/2023,29.99,Basic,UPI,8,370,733.77,3,32.9,4,Taiwan,Desktop,136,false
e0RZoe,9/26/2023,12/28/2023,29.99,Basic,CreditCard,20,959,1558.6,20,40.8,8,Australia,Desktop,8,true
6TX1uh,10/8/2023,2/22/2024,29.99,Basic,CreditCard,32,119,3954.14,18,17.6,8,Canada,Tablet,164,true
i03vHP,10/29/2023,3/10/2024,59.99,Gold,UPI,16,722,2949.92,5,37.2,3,UK,Desktop,4,false
5YVafC,8/31/2023,12/13/2023,59.99,Gold,CreditCard,25,879,4931.33,6,30.5,9,USA,Mobile,45,false
13c81a,8/4/2023,7/2/2023,29.99,Basic,DebitCard,18,474,1719.59,13,29.3,3,France,Tablet,34,false
bX0fn5,10/8/2023,8/29/2023,29.99,Basic,CreditCard,29,448,4792.6,12,35.6,6,Germany,Desktop,108,true
16i7dp,10/19/2023,6/11/2024,59.99,Gold,UPI,25,823,945.43,13,12.0,1,Brazil,Desktop,26,true
041XWX,6/29/2023,4/4/2024,29.99,Basic,UPI,19,856,2303.21,2,15.3,1,Australia,Mobile,3,true
xx4bPC,1/15/2024,7/8/2023,29.99,Basic,CreditCard,27,474,3646.61,13,23.3,3,Germany,Mobile,88,true
7EMGl0,11/22/2023,4/24/2024,29.99,Basic,UPI,19,752,936.04,5,43.0,9,UK,Desktop,26,false
QHlmhO,7/29/2023,6/6/2024,29.99,Basic,UPI,14,759,2987.71,18,47.9,6,Canada,Mobile,132,false
ZGg41K,11/18/2023,9/27/2023,59.99,Gold,CreditCard,19,23,1947.57,19,33.3,3,Brazil,Desktop,9,false
ixi7OK,1/25/2024,11/6/2023,79.99,Premium,DebitCard,31,109,377.97,14,29.3,1,UK,Tablet,58,true
E7yaV4,12/16/2023,5/22/2024,79.99,Premium,UPI,32,109,1906.14,20,8.8,2,Japan,Desktop,4,true
g092kA,10/30/2023,5/4/2024,29.99,Basic,CreditCard,29,498,3367.56,2,17.1,7,Japan,Desktop,3,true
Hi1349,2/2/2024,11/9/2023,59.99,Gold,CreditCard,26,747,88.86,20,6.6,8,Australia,Tablet,87,false
fCYP87,1/27/2024,4/4/2024,29.99,Basic,UPI,22,455,2991.08,10,16.0,6,Germany,Tablet,149,true
f7S10m,11/26/2023,7/13/2023,29.99,Basic,CreditCard,36,675,3279.08,20,4.4,3,USA,Mobile,178,false
Yjp0PP,1/14/2024,3/11/2024,59.99,Gold,DebitCard,20,146,2953.38,20,47.1,7,Canada,Desktop,157,true
2SWZWL,11/16/2023,1/12/2024,79.99,Premium,CreditCard,8,580,2154.86,17,4.6,6,Canada,Mobile,180,true
07j0hm,1/17/2024,2/27/2024,29.99,Basic,DebitCard,3,807,4386.0,15,20.8,10,China,Mobile,174,false
RyB7uC,3/13/2024,5/11/2024,29.99,Basic,UPI,24,104,279.03,1,24.9,8,France,Desktop,174,false
jlPyql,11/14/2023,1/16/2024,29.99,Basic,CreditCard,20,585,3203.51,17,41.8,9,Australia,Tablet,58,true
lT17Kv,9/29/2023,5/9/2024,29.99,Basic,CreditCard,29,364,3051.75,12,46.6,6,France,Desktop,59,true
GXSdF1,6/9/2024,10/17/2023,59.99,Gold,UPI,27,461,4669.11,9,17.2,7,China,Mobile,82,false
pWNut7,8/10/2023,8/2/2023,29.99,Basic,CreditCard,3,851,1836.42,6,41.2,8,USA,Mobile,5,false
Sg7s5P,1/12/2024,7/13/2023,59.99,Gold,UPI,21,49,3597.52,16,1.1,8,Canada,Tablet,26,true
5hew2s,10/28/2023,3/10/2024,29.99,Basic,DebitCard,31,365,4131.77,12,21.8,5,China,Desktop,50,true
6G2zD9,6/25/2024,3/11/2024,59.99,Gold,DebitCard,21,511,208.51,9,25.8,9,UK,Mobile,181,false
2Vckjo,12/4/2023,8/21/2023,59.99,Gold,UPI,11,975,1817.06,17,22.6,5,Germany,Mobile,159,false
woizOo,3/21/2024,8/13/2023,29.99,Basic,CreditCard,22,137,1816.68,16,6.6,1,Germany,Mobile,101,false
q0NJvh,4/19/2024,12/29/2023,29.99,Basic,CreditCard,11,255,1938.61,17,36.0,7,UK,Tablet,152,false
7693Bv,3/5/2024,5/19/2024,79.99,Premium,UPI,34,815,1156.27,8,31.6,3,Canada,Mobile,48,true
nU8dK9,12/17/2023,5/16/2024,79.99,Premium,DebitCard,15,890,1217.46,0,1.7,6,Brazil,Mobile,167,true
8qLa6t,5/9/2024,12/3/2023,59.99,Gold,DebitCard,11,258,3546.5,5,9.9,8,USA,Mobile,157,false
8709aG,9/17/2023,6/27/2024,59.99,Gold,UPI,7,127,2205.29,17,45.2,9,Brazil,Mobile,166,false
6MN5wx,6/4/2024,2/26/2024,29.99,Basic,CreditCard,27,44,2380.33,2,43.7,3,UK,Tablet,160,false
G01uOu,5/19/2024,3/18/2024,29.99,Basic,CreditCard,23,701,2115.46,3,27.8,6,UK,Desktop,14,false
oc0i76,8/24/2023,2/5/2024,29.99,Basic,DebitCard,32,781,2634.75,13,16.5,5,Japan,Tablet,59,false
a4KE53,11/2/2023,11/1/2023,59.99,Gold,DebitCard,35,98,4892.29,20,39.1,4,USA,Tablet,151,false
9KCEa3,2/16/2024,5/29/2024,29.99,Basic,CreditCard,5,769,4744.47,6,28.3,4,Japan,Mobile,101,true
DGdlI0,4/27/2024,3/15/2024,29.99,Basic,CreditCard,3,626,4283.05,10,33.7,2,China,Mobile,109,true
iri6Kt,7/24/2023,10/29/2023,29.99,Basic,CreditCard,11,714,3577.31,19,3.5,1,Japan,Desktop,73,true
59hkpf,8/21/2023,11/7/2023,29.99,Basic,CreditCard,21,751,200.0,19,8.0,5,Canada,Tablet,82,false
4fPWUH,10/14/2023,3/23/2024,29.99,Basic,UPI,30,112,1051.52,3,32.7,9,USA,Tablet,31,true
zhoGIm,4/27/2024,12/9/2023,29.99,Basic,CreditCard,21,135,1862.62,14,41.9,8,Canada,Tablet,160,true
rN2BbS,2/8/2024,12/4/2023,29.99,Basic,UPI,12,488,4696.92,9,24.8,7,Canada,Tablet,140,false
0dTYq4,8/14/2023,2/27/2024,59.99,Gold,DebitCard,19,37,3803.01,11,28.2,1,Japan,Tablet,68,true
ZD6Bwn,10/5/2023,6/7/2024,29.99,Basic,CreditCard,10,202,3246.42,19,2.3,2,France,Tablet,25,true
8ED037,7/21/2023,5/8/2024,29.99,Basic,CreditCard,8,337,3195.61,4,14.4,3,China,Tablet,188,false
ak838y,12/21/2023,2/8/2024,59.99,Gold,CreditCard,25,269,469.51,1,38.0,4,Australia,Mobile,95,false
2Q9tGs,7/17/2023,3/18/2024,29.99,Basic,UPI,9,723,4624.15,0,16.9,4,Taiwan,Tablet,158,false
2RK6TQ,5/25/2024,11/14/2023,59.99,Gold,CreditCard,9,633,1891.84,16,34.7,7,Germany,Desktop,77,false
B321u8,11/16/2023,7/18/2023,29.99,Basic,UPI,14,602,2318.5,14,31.8,8,Australia,Tablet,191,false
4u4zcj,6/20/2024,12/11/2023,29.99,Basic,UPI,13,199,4186.46,8,35.5,6,Brazil,Mobile,121,true
vO5LJ9,4/26/2024,2/19/2024,29.99,Basic,UPI,36,327,4129.16,11,12.9,10,Australia,Mobile,112,false
Y6Ii7T,6/1/2024,10/31/2023,59.99,Gold,DebitCard,8,467,1291.21,15,34.5,7,Australia,Tablet,47,false
5xN4A2,5/25/2024,10/30/2023,29.99,Basic,UPI,29,214,4180.93,0,23.9,10,UK,Tablet,14,true
PVwHbe,1/9/2024,1/20/2024,29.99,Basic,UPI,22,269,4625.86,11,39.0,9,Japan,Tablet,163,false
eh23xH,3/5/2024,3/29/2024,59.99,Gold,UPI,16,685,4680.09,4,13.0,10,Australia,Tablet,82,false
NJhs4P,11/2/2023,6/24/2024,59.99,Gold,DebitCard,15,817,4003.89,12,5.7,6,Australia,Desktop,129,true
bLK3G7,5/18/2024,2/26/2024,29.99,Basic,UPI,21,264,207.12,12,2.3,9,UK,Tablet,108,true
tmrZgr,6/22/2024,5/24/2024,59.99,Gold,DebitCard,10,830,4069.05,15,45.2,1,UK,Desktop,38,false
XCWa1F,5/14/2024,12/22/2023,29.99,Basic,UPI,17,582,2373.43,11,37.4,1,France,Desktop,115,true
iJvC1F,6/4/2024,4/27/2024,79.99,Premium,UPI,12,897,344.82,16,24.9,2,Germany,Mobile,114,true
e1qv7y,6/5/2024,3/5/2024,79.99,Premium,UPI,2,794,1279.11,6,39.2,2,USA,Tablet,118,true
0eP9d0,9/23/2023,3/31/2024,59.99,Gold,CreditCard,34,935,2329.1,8,23.0,5,USA,Desktop,13,true
fRG2O6,6/27/2024,8/25/2023,29.99,Basic,CreditCard,6,609,4284.58,20,4.3,10,Canada,Mobile,183,true
zJ7QVp,8/11/2023,6/16/2024,79.99,Premium,CreditCard,7,360,4636.74,15,42.3,4,USA,Mobile,62,false
cz479C,8/10/2023,5/25/2024,29.99,Basic,UPI,25,798,1874.15,9,30.2,6,France,Tablet,95,true
65SqIs,12/18/2023,6/3/2024,59.99,Gold,CreditCard,14,169,2432.55,18,28.6,4,Canada,Mobile,88,true
9R5Xpo,10/16/2023,11/21/2023,29.99,Basic,DebitCard,7,852,1900.76,5,43.9,7,Japan,Desktop,18,false
N7iIkp,6/23/2024,8/30/2023,29.99,Basic,DebitCard,28,347,2524.76,1,17.7,10,USA,Desktop,63,true
v2lUJm,7/17/2023,11/23/2023,29.99,Basic,CreditCard,8,618,3850.31,12,10.7,4,UK,Mobile,147,true
A14P46,5/14/2024,8/25/2023,29.99,Basic,UPI,20,702,2818.9,6,14.5,7,China,Tablet,97,true
E6pxIv,12/4/2023,7/22/2023,29.99,Basic,UPI,3,685,367.28,20,34.0,3,Canada,Tablet,106,false
40208e,5/10/2024,6/15/2024,79.99,Premium,DebitCard,21,113,4332.38,17,17.7,3,China,Mobile,153,true
jc3J3e,9/28/2023,2/25/2024,29.99,Basic,UPI,22,496,917.74,5,9.2,8,Germany,Mobile,76,false
9Gg04M,2/2/2024,5/20/2024,29.99,Basic,DebitCard,25,442,2766.74,20,5.2,1,Brazil,Tablet,177,true
b1U2w3,3/14/2024,2/16/2024,79.99,Premium,UPI,2,595,1905.3,12,38.5,8,France,Desktop,58,true
Gaot4O,1/11/2024,11/30/2023,59.99,Gold,UPI,11,346,2563.14,18,41.5,8,Canada,Tablet,77,true
8hJNAM,11/22/2023,2/7/2024,29.99,Basic,CreditCard,15,571,3908.16,8,36.7,4,Brazil,Tablet,131,false
ra1FN1,7/9/2023,8/16/2023,29.99,Basic,CreditCard,24,755,2305.99,20,35.5,6,USA,Desktop,66,true
i9GZPL,8/8/2023,3/30/2024,59.99,Gold,DebitCard,18,71,467.05,8,34.8,8,France,Desktop,36,true
8xz20M,8/1/2023,1/31/2024,29.99,Basic,CreditCard,29,169,805.61,15,43.4,6,China,Mobile,104,false
K3781W,12/1/2023,4/18/2024,59.99,Gold,CreditCard,16,355,1604.33,10,25.0,10,France,Tablet,183,false
EeCeon,5/26/2024,9/2/2023,79.99,Premium,DebitCard,4,665,451.2,19,45.5,1,Canada,Mobile,25,true
LyJ0Wk,12/19/2023,8/4/2023,29.99,Basic,DebitCard,13,96,4070.62,1,39.9,7,China,Mobile,171,true
5402bu,9/9/2023,8/4/2023,29.99,Basic,UPI,21,659,3686.91,13,7.0,7,Germany,Desktop,98,false
KgwEps,4/12/2024,1/12/2024,29.99,Basic,DebitCard,30,111,3812.35,8,42.4,7,Japan,Desktop,42,true
FF0uin,3/12/2024,9/19/2023,59.99,Gold,DebitCard,26,975,10.22,7,27.3,6,Canada,Mobile,2,true
1BmCnD,3/24/2024,4/5/2024,29.99,Basic,CreditCard,16,223,2899.32,8,39.2,6,UK,Mobile,72,true
NO2968,2/13/2024,5/11/2024,59.99,Gold,DebitCard,33,997,1506.98,6,5.8,9,Canada,Mobile,78,true
zAo2W4,10/26/2023,1/25/2024,29.99,Basic,DebitCard,6,250,2839.62,0,12.1,5,USA,Tablet,1,false
mE9wPc,8/7/2023,5/7/2024,29.99,Basic,CreditCard,15,335,2584.72,0,38.6,9,Brazil,Tablet,133,false
8Z1JLi,6/1/2024,9/29/2023,29.99,Basic,UPI,21,0,2783.08,1,37.4,1,Canada,Tablet,18,false
YzWT52,1/3/2024,8/13/2023,79.99,Premium,CreditCard,5,88,1530.59,2,27.0,6,Australia,Desktop,71,false
9WQbYJ,6/19/2024,8/21/2023,59.99,Gold,UPI,10,428,2047.48,16,8.3,10,Brazil,Tablet,94,false
THV3jn,7/18/2023,6/14/2024,29.99,Basic,DebitCard,19,632,2317.39,7,4.3,9,France,Mobile,115,false
wtlil9,12/1/2023,5/22/2024,79.99,Premium,DebitCard,33,118,932.65,5,11.1,1,France,Tablet,73,true
0w987O,5/21/2024,1/14/2024,29.99,Basic,DebitCard,26,24,4275.46,4,5.2,6,Brazil,Mobile,197,true
p68L3t,12/6/2023,11/10/2023,29.99,Basic,CreditCard,35,369,1558.34,1,39.2,8,USA,Tablet,188,true
f81Gvi,1/20/2024,8/14/2023,59.99,Gold,UPI,35,365,3480.17,7,1.9,5,China,Mobile,93,false
HuHmw0,7/11/2023,7/27/2023,29.99,Basic,DebitCard,27,475,4086.36,11,15.4,10,Australia,Mobile,122,true
6hu449,8/9/2023,1/22/2024,29.99,Basic,DebitCard,7,464,2869.22,19,12.1,5,USA,Desktop,154,false
Yg1dY2,11/14/2023,10/4/2023,29.99,Basic,CreditCard,21,824,1762.72,6,23.8,5,Canada,Desktop,81,false
S5eb39,10/7/2023,1/23/2024,29.99,Basic,UPI,1,122,2994.87,15,36.7,5,USA,Tablet,189,false
JIr6wJ,3/6/2024,9/13/2023,29.99,Basic,CreditCard,26,237,1966.44,5,11.9,7,Germany,Mobile,151,true
Tr7377,5/30/2024,3/8/2024,29.99,Basic,UPI,26,622,1165.74,7,41.8,8,Germany,Mobile,77,false
R3A92R,10/31/2023,5/21/2024,59.99,Gold,CreditCard,18,389,3975.11,12,46.7,10,UK,Mobile,192,false
6H7iAv,5/25/2024,9/27/2023,59.99,Gold,CreditCard,1,20,4521.73,3,18.7,5,USA,Mobile,33,false
v1awnw,3/25/2024,11/21/2023,29.99,Basic,UPI,32,381,3385.82,11,27.8,9,Australia,Mobile,166,false
ZUpQ4n,11/15/2023,12/23/2023,59.99,Gold,CreditCard,13,685,2889.05,1,42.4,5,Germany,Mobile,111,true
udvaor,8/22/2023,4/2/2024,59.99,Gold,UPI,15,316,2178.9,11,42.0,6,USA,Mobile,36,false
o5j3Nl,8/3/2023,7/12/2023,59.99,Gold,UPI,26,565,3669.04,7,10.8,5,Japan,Tablet,13,false
33t092,3/14/2024,10/18/2023,29.99,Basic,CreditCard,12,749,1731.61,1,25.4,7,Taiwan,Desktop,2,true
N3QGtG,3/17/2024,11/3/2023,29.99,Basic,CreditCard,2,837,4619.01,16,43.4,9,Australia,Mobile,100,true
ka2d7B,9/9/2023,11/22/2023,29.99,Basic,UPI,31,772,3607.33,16,25.2,9,Brazil,Desktop,103,false
3g0ZQI,5/14/2024,9/2/2023,29.99,Basic,DebitCard,32,549,3341.75,19,7.7,1,Germany,Mobile,78,true
23PR1h,4/9/2024,8/13/2023,29.99,Basic,CreditCard,1,292,4457.06,9,16.2,5,France,Desktop,67,false
2WTUeR,7/17/2023,6/27/2024,29.99,Basic,CreditCard,27,8,3611.18,19,44.8,6,USA,Mobile,49,true
1QYc19,7/24/2023,11/22/2023,29.99,Basic,DebitCard,8,972,892.47,19,18.7,2,France,Mobile,43,false
KIoFI2,10/3/2023,4/24/2024,29.99,Basic,DebitCard,23,902,62.16,11,7.1,2,Canada,Mobile,139,false
